date,寒武纪_688256,贵州茅台_600519,寒武纪_688256_PE,贵州茅台_600519_PE,寒武纪_688256_TR,贵州茅台_600519_TR,海光信息_688041,上海机场_600009,海光信息_688041_PE,上海机场_600009_PE,海光信息_688041_TR,上海机场_600009_TR,中际旭创_300308,招商银行_600036,中际旭创_300308_PE,招商银行_600036_PE,中际旭创_300308_TR,招商银行_600036_TR,工业富联_601138,海天味业_603288,工业富联_601138_PE,海天味业_603288_PE,工业富联_601138_TR,海天味业_603288_TR,宁德时代_300750,中信证券_600030,宁德时代_300750_PE,中信证券_600030_PE,宁德时代_300750_TR,中信证券_600030_TR
2026-04-09,1198.0,1460.49,245.3243,20.3153,2.3308,0.1653,227.0,27.76,193.5463,29.1909,0.8448,0.3394,693.02,39.26,71.3169,6.5929,2.258,0.2598,55.02,41.15,30.9425,34.2124,0.783,0.2471,389.99,24.15,24.6524,11.9004,0.6097,0.8109
2026-04-10,1210.7,1453.96,247.925,20.2244,2.1522,0.2305,231.82,27.62,197.6559,29.0437,1.2675,0.4875,734.65,39.21,75.601,6.5845,2.9923,0.2633,56.52,41.35,31.786,34.3787,0.9622,0.3044,416.0,25.9,26.2966,11.3744,1.1931,3.498
2026-04-13,1219.62,1443.31,249.7516,20.0763,1.8834,0.2013,245.25,27.3,209.1067,28.7072,1.8355,0.4874,738.0,38.98,75.9457,6.5459,2.0703,0.2546,55.7,40.99,31.3249,34.0793,0.6839,0.2112,427.13,26.09,27.0002,11.4579,0.9688,1.767
2026-04-14,1241.98,1446.9,254.3305,20.1262,1.8413,0.1935,248.78,27.49,212.1165,28.907,1.1929,0.4439,773.0,39.13,79.5475,6.5711,2.6474,0.2443,58.92,40.77,33.1358,33.8964,1.2848,0.2906,430.79,26.19,27.2315,11.5018,1.0388,1.1937
2026-04-15,1274.0,1467.5,260.8875,20.4128,2.9712,0.2759,252.0,27.4,214.8619,28.8123,1.5614,0.4001,779.98,39.9,80.2658,6.7004,2.9259,0.51,57.82,40.92,32.5171,34.0211,0.9946,0.1868,431.0,26.01,27.2448,11.4227,0.8775,0.9096
2026-04-16,1307.0,1462.84,267.6451,20.3479,1.8489,0.1957,253.0,27.43,215.7146,28.8439,1.0077,0.2505,809.61,39.91,83.3149,6.7021,2.5922,0.2992,59.32,40.74,33.3607,33.8715,0.9097,0.2101,453.98,26.31,26.2357,11.5545,1.4919,1.1744
2026-04-17,1334.0,1407.24,273.1742,21.4072,1.7099,0.7732,260.0,27.25,221.6829,28.6546,1.4091,0.3271,851.0,39.52,63.253,6.6366,3.6054,0.285,60.97,39.94,34.2887,33.2064,0.9465,0.3266,444.2,26.26,25.6705,11.5325,0.8583,0.8708
2026-04-20,1378.2,1410.89,282.2254,21.4628,1.7832,0.2911,261.78,27.49,223.2006,28.907,1.1985,0.3366,850.0,39.87,63.1787,6.6954,2.4661,0.2854,61.51,40.29,34.5923,33.4974,1.0741,0.2528,432.5,26.3,24.9944,11.5501,1.2434,0.7938
2026-04-21,1330.0,1412.01,272.355,21.4798,1.9396,0.1737,252.55,27.41,215.3309,28.8229,0.9202,0.2716,864.86,39.87,64.2832,6.6954,2.2706,0.2647,61.41,40.65,34.5361,33.7967,0.7015,0.2946,447.6,26.3,25.867,11.5501,1.3572,0.6684
2026-04-22,1337.0,1409.5,273.7885,21.4416,1.6145,0.2149,259.2,27.38,221.0008,28.7913,1.0315,0.2171,886.62,39.74,66.0478,6.6735,2.6562,0.2461,66.89,39.83,37.618,33.1149,1.5928,0.2739,436.35,26.71,25.2168,11.7301,1.0812,1.5715
2026-04-23,1323.0,1419.0,270.9216,21.5861,1.8305,0.3011,263.4,27.22,224.5819,28.6231,1.5533,0.3701,897.0,39.81,66.821,6.6853,2.7959,0.2761,67.92,39.58,38.1972,32.9071,1.3996,0.2709,438.9,26.48,25.3642,11.6291,0.8323,0.9903
2026-04-24,1352.5,1458.49,276.9626,22.1869,2.9423,0.4428,285.0,27.04,242.9986,28.4338,2.3286,0.4031,886.99,39.38,66.0754,6.6131,3.4637,0.3051,65.01,39.92,36.5607,33.1897,1.3337,0.2154,444.9,26.23,25.711,11.5193,0.9289,0.856
2026-04-27,1356.72,1403.2,277.8267,21.2438,1.6821,0.5813,296.27,27.14,252.6077,28.5389,1.9938,0.3589,857.03,39.38,63.8435,6.6131,2.8706,0.449,67.25,39.85,37.8204,33.1315,1.1884,0.2222,434.88,26.77,25.1319,11.7564,0.7767,1.2696
2026-04-28,1374.5,1405.0,281.4677,21.2711,1.7676,0.2715,289.0,27.15,246.4091,28.5495,1.3682,0.3489,825.0,39.6,61.4575,6.65,2.6627,0.3244,68.2,39.26,38.3547,31.5588,1.195,0.2834,427.67,27.3,24.7152,11.9892,0.8225,2.1417
2026-04-29,1416.63,1401.17,290.095,21.2131,2.1547,0.278,278.77,27.39,237.6868,28.8018,1.5322,0.3766,846.0,38.5,63.0218,6.441,2.2713,1.2279,66.26,39.27,32.3464,31.5668,1.4226,0.3067,445.0,27.32,25.7167,11.998,0.8841,1.2201
2026-04-30,1699.96,1384.79,263.8403,20.9651,4.2411,0.4213,296.25,27.24,252.5907,31.1556,2.1042,0.4283,857.5,38.27,63.8785,6.4025,1.9192,0.567,62.88,38.64,30.6964,31.0604,1.4735,0.3321,436.0,27.22,25.1966,11.9541,0.7003,1.4208
2026-05-06,1825.0,1375.0,283.247,20.8169,4.6908,0.3818,344.41,27.38,293.6532,31.3157,2.6506,0.6451,856.0,38.0,63.7668,6.3574,2.7915,0.6941,63.08,38.74,30.794,31.1408,1.3368,0.4177,460.0,27.49,26.9471,12.0726,1.1129,1.4679
2026-05-07,1868.0,1371.05,289.9207,20.7571,2.6082,0.3231,341.6,27.26,291.2573,31.1784,2.071,0.7058,877.47,37.95,65.3662,6.349,2.501,0.383,64.18,38.73,31.331,31.1328,1.0599,0.3911,451.64,27.23,26.4574,11.9585,0.9073,1.3088
2026-05-08,1182.53,1372.99,273.4566,20.7865,3.0404,0.2665,323.28,27.19,275.6372,31.0984,2.1499,0.4742,886.0,37.94,66.0016,6.3473,1.7833,0.4215,63.28,38.18,30.8916,30.6906,0.8165,0.2954,437.0,26.95,25.5998,11.8355,0.8599,1.0681
2026-05-11,1200.0,1361.33,277.4965,20.6099,3.6881,0.4563,349.18,27.23,297.7202,31.1441,2.3449,0.5406,940.13,37.97,70.034,6.3523,2.9112,0.4486,65.85,38.15,32.1462,30.6665,1.3727,0.4024,446.11,27.33,26.1334,12.0024,0.8032,1.6108
2026-05-12,1277.87,1354.55,295.5037,20.5073,3.3357,0.406,349.19,27.01,297.7287,30.8925,1.8648,0.4909,1017.99,37.9,75.8341,6.3406,3.1167,0.4689,64.4,37.84,31.4384,30.4173,1.076,0.2723,431.25,27.22,25.2629,11.9541,0.8023,1.0526
2026-05-13,1316.88,1344.09,304.5247,20.3489,2.5271,0.4549,348.19,26.83,296.8761,30.6866,1.7966,0.5862,1049.2,37.88,78.159,6.3373,2.346,0.3482,70.84,37.74,34.5822,30.337,2.0528,0.2389,434.05,27.15,25.4269,11.9233,0.7443,1.0037
2026-05-14,1260.58,1342.17,291.5054,20.3199,2.883,0.4412,325.2,26.52,277.2742,30.3321,1.8195,0.5599,1078.0,37.81,80.3044,6.3256,2.712,0.4207,68.6,37.35,33.4887,30.0235,2.0245,0.2534,427.0,26.66,25.0139,11.7081,0.8153,1.2053
2026-05-15,1209.0,1332.95,279.5777,20.1803,2.5744,0.4646,303.01,26.07,258.3544,29.8174,2.4812,0.6567,1049.87,37.65,78.2089,6.2988,2.4926,0.3983,67.62,36.81,33.0103,29.5894,1.7263,0.2762,423.6,26.35,24.8148,11.572,0.6978,1.086
