date,cum_ret_high,cum_ret_low,z_high,z_low,spread,spread_mean,upper_band,lower_band,signal
2023-10-24,0.9645744412284462,0.5889111701262805,-2.7467439266003857,-1.9989222028949194,-0.7478217237054663,NA,NA,NA,NA
2023-10-25,0.984858714605264,0.6106986071215653,-2.069105198368808,-1.7017014544941507,-0.36740374387465735,NA,NA,NA,NA
2023-10-26,0.981764702428829,0.60300254728741,-2.035113831683254,-1.7151429797790758,-0.3199708519041784,NA,NA,NA,NA
2023-10-27,0.984394906328341,0.5916210503495746,-1.8718684989805645,-1.7571450388337655,-0.11472346014679902,NA,NA,NA,NA
2023-10-30,0.9869135614017578,0.5944393257818005,-1.7375615985426174,-1.6581783286645622,-0.07938326987805522,NA,NA,NA,NA
2023-10-31,0.9890153761250285,0.5811609126876592,-1.619621113381805,-1.719296670745885,0.09967555736407996,NA,NA,NA,NA
2023-11-01,1.0456175988821634,0.5853341282315322,-0.22714641732100158,-1.6163628237484984,1.3892164064274968,NA,NA,NA,NA
2023-11-02,1.0447428212459418,0.5677199067801203,-0.22721652060208974,-1.7234783841091486,1.4962618635070588,NA,NA,NA,NA
2023-11-03,1.0633773461947174,0.5909164814915181,0.25524303735208115,-1.4523558639681398,1.7075989013202209,NA,NA,NA,NA
2023-11-06,1.0638235414990989,0.6328654273481112,0.2917916644869838,-1.0163520587155623,1.3081437232025461,NA,NA,NA,NA
2023-11-07,1.0515942675645369,0.6656549780499702,0.0028176871634957553,-0.6624264974182964,0.6652441845817921,NA,NA,NA,NA
2023-11-08,1.0558037680019257,0.7316134626849494,0.1387641722995677,0.051313019797612255,0.08745115250195544,1.2483653353024349,3.8613968573282627,-1.364666186723393,0
2023-11-09,1.0533203388735917,0.7182266543818764,0.09986874188778118,-0.06172920729849448,0.16159794918627565,1.1951808956896528,3.7635055045783115,-1.3731437131990059,0
2023-11-10,1.0425940385958938,0.742452983578126,-0.16825971375132637,0.23741351231518476,-0.40567322606651113,1.1371165116218833,3.6897491782849867,-1.41551615504122,0
2023-11-13,1.0356427854328976,0.732697414774267,-0.3429995239353669,0.15364230407059326,-0.4966418280059602,1.0841537414983997,3.6383383743584137,-1.4700308913616142,0
2023-11-14,1.0363884012704825,0.8293317435369357,-0.31200748751663565,1.2858536124114117,-1.5978610999280474,1.0217437976570107,3.6521700153880206,-1.6086824200739989,0
2023-11-15,1.0408855802593804,0.8210937076581215,-0.17652233781091406,1.2104873407268264,-1.3870096785377404,0.9613935237156478,3.6443128579607595,-1.7215258105294637,0
2023-11-16,1.033323744048283,0.8235325998590862,-0.37121694530167954,1.2415101378078595,-1.612727083109539,0.8935069394860335,3.6277677316595236,-1.8407538526874563,0
2023-11-17,1.029431277116639,0.8330171806406157,-0.4606798537994403,1.3635850749999598,-1.8242649287994002,0.8239465276595574,3.619222725204251,-1.971329669885136,0
2023-11-20,1.0347621368058288,0.8965909706790961,-0.3008096823105244,2.049593988691521,-2.350403671002045,0.7489452586711924,3.6393921955074293,-2.1415016781650444,-1
2023-11-21,1.0509073616354232,0.8400628692211805,0.15079992207044826,1.3865330858473819,-1.2357331637769335,0.6962231604890272,3.614482950201094,-2.2220366292230396,0
2023-11-22,1.045922890406214,0.8280310010297546,0.013232942068840663,1.262377285552481,-1.2491443434836405,0.6485036089833265,3.5991714592588337,-2.3021642412921803,0
2023-11-23,1.0485589652965732,0.8239661806948133,0.08365546723214685,1.210564779081158,-1.1269093118490112,0.6028395807012242,3.5774993073247887,-2.37182014592234,0
2023-11-24,1.0432750735341605,0.7700395642512602,-0.05348533732370697,0.6010951479891296,-0.6545804853128365,0.5571092633807052,3.523167022686,-2.4089484959245895,0
2023-11-27,1.035055686348185,0.7804997019131754,-0.2680505808233052,0.7174483704775837,-0.9854989513008889,0.4995317373329149,3.4486818575236233,-2.4496183828577935,0
2023-11-28,1.0386017648198487,0.7809874803533684,-0.15112522831543762,0.7247400728395573,-0.875865301154995,0.4453503601304741,3.373716114432435,-2.4830153941714865,0
2023-11-29,1.0419306166301687,0.7739417917728038,-0.0359255182483235,0.647860236342795,-0.6837857545911185,0.39247616957747317,3.285110045770982,-2.5001577066160356,0
2023-11-30,1.051788010262492,0.8119343125033874,0.26939844812213853,1.1178491889971307,-0.8484507408749922,0.34479050134907174,3.2230727327225956,-2.533491730024452,0
2023-12-01,1.033458776837767,0.8400628692211805,-0.24339027555183892,1.4640174252175069,-1.7074077007693458,0.28527638771014757,3.183425533591566,-2.612872758171271,0
2023-12-04,1.027840238597068,0.8553465936805593,-0.38574322618157303,1.6149361056717846,-2.0006793318533576,0.21521059758656633,3.1279710507586094,-2.6975498555854767,0
