date,贵州茅台_600519,寒武纪_688256,海光信息_688041,上海机场_600009,中际旭创_300308,招商银行_600036,工业富联_601138,海天味业_603288,宁德时代_300750,中信证券_600030
2023-05-16,1703.29,184.51,74.17,49.93,76.82,34.82,14.78,66.49,239,21.8
2023-05-17,1701,187.54,76.83,49.48,79.01,34.5,15.55,64.76,240,21.66
2023-05-18,1691,196.81,81.33,49.2,94.81,34.45,16.35,64.38,232.4,21.67
2023-05-19,1699.5,195.3,80.9,49.37,93.55,33.95,16.16,64.71,230,21.29
2023-05-22,1746,188.65,78.01,50.29,89.89,34.2,15.41,66.32,230.3,21.3
2023-05-23,1724.55,184.11,77.27,48.94,87.2,33.6,15.23,65.31,225.42,20.85
2023-05-24,1710.9,182,76.83,47.29,87.67,32.93,14.82,64.4,225.25,20.28
2023-05-25,1701,194.5,81,47.37,93.18,32.42,16.3,63.98,224.09,20.32
2023-05-26,1690.56,224,86.51,47.28,91.45,32.74,16.79,64.12,220,20.37
2023-05-29,1689,219.6,86.37,47.11,96,32.69,17.9,63.27,217.06,20.35
2023-05-30,1668.29,234.8,90.92,46.7,109,32.64,18.03,61.93,224.99,20.36
2023-05-31,1628.9,254.19,92.73,46.6,107.5,32.3,18.05,60.5,221.17,20.05
2023-06-01,1635.92,237.01,87.3,45.12,108.04,32.06,17.92,50.12,222.9,20.1
2023-06-02,1670.6,228.7,83.2,45.99,106.7,33.07,17.83,50.83,228.44,20.19
2023-06-05,1665,230.32,83.5,45.8,111.2,33.04,18.93,49.72,219.8,20
2023-06-06,1666.99,223.25,79.39,45.19,107.31,33.07,18.22,49.45,219.28,19.83
2023-06-07,1650.9,221.2,79.88,45.84,108.11,33.3,18.03,49.3,207.3,19.87
2023-06-08,1668,221.01,77.25,46.63,106.72,34.08,17.85,49.28,208.01,20.2
2023-06-09,1666,226.78,77.81,46.97,115.2,33.74,19.64,48.75,212.04,20.18
2023-06-12,1696,220.21,78.39,46.91,121.5,33.73,21.35,49.42,211.95,19.85
2023-06-13,1699,232.9,80.78,46.81,121.55,33.73,22.02,50.01,213.1,19.98
2023-06-14,1726.88,224.8,81.48,46.94,129.55,33.39,22.79,50.25,213.4,20
2023-06-15,1755,211,75.78,47.62,134.79,33.72,22.64,51.08,230.88,20.3
2023-06-16,1797.69,222.85,77.08,47.78,155,33.93,24.06,51.05,231.1,20.39
2023-06-19,1744,239.1,80.01,47.83,160.01,33.58,26.46,50.41,227.88,20.15
2023-06-20,1743.46,267,83.97,47.22,170,33.19,26.03,50.22,228,20.06
2023-06-21,1735.83,230.98,76.4,47.29,159.9,33.17,24.5,49.65,224.91,19.85
2023-06-26,1709,202.5,69.44,45.74,148,32.61,23.09,48.65,225.17,19.29
2023-06-27,1711.05,196.69,68.72,46.4,147.2,32.82,23.01,48,223.47,19.49
2023-06-28,1728.38,202.95,70,46.36,141.98,33.05,22.98,47.97,224.5,19.5
2023-06-29,1713.71,193,68.01,45.42,148.01,32.68,23.8,47.1,222.5,19.44
2023-06-30,1691,188,68.27,45.42,147.45,32.76,25.2,46.85,228.79,19.78
2023-07-03,1724.1,192.54,69.6,47.04,146,33.72,24.37,48.27,229.88,20.24
2023-07-04,1730.6,202.41,71.15,47.34,146.52,33.51,24.58,48.87,229.25,20.28
2023-07-05,1715.38,200.8,69.29,46.92,138.96,33.03,23.86,47.63,227.51,20.15
2023-07-06,1702.98,206.82,69.5,46.28,139.8,32.58,23.88,46.7,224.85,20.05
2023-07-07,1690.03,195.43,67.05,46.5,146.99,32.31,23.66,45.79,222.25,20.13
2023-07-10,1700.9,196.96,70.35,47.08,143.6,32.45,23.8,46.03,228.8,20.12
2023-07-11,1710,210.3,77.8,47.33,148.5,32.71,24.24,45.09,229.09,20.24
2023-07-12,1713.8,196.29,74.94,47,138.79,33.2,22.53,44.26,226.99,20.08
2023-07-13,1738.4,200.1,76.94,46.92,154.2,31.85,24.78,45.35,230,20.47
2023-07-14,1753,206.01,78.4,45.88,155.39,31.93,27.26,45.1,228.28,20.5
2023-07-17,1729.97,200.2,76.1,46.02,157.71,31.65,26.11,45,225.65,20.28
2023-07-18,1722.8,185,73.16,45.62,151.29,31.46,25.53,44.45,225.5,20.29
2023-07-19,1723,182.37,71.95,44.99,149,31.58,25.09,44.2,219.5,20.41
2023-07-20,1724,176,68.53,44.33,130,31.69,23.25,44.11,221.05,20.3
2023-07-21,1771.3,170.9,61.4,44.55,130.24,31.8,23.04,44.79,221.59,20.36
2023-07-24,1771.15,167.16,61.2,43.78,131,31.45,23.66,43.75,218.98,20.39
2023-07-25,1828.55,167,60.4,44.76,134.25,33.27,24,44.88,226.35,21.58
2023-07-26,1828.55,169.42,59.15,44.02,129.04,33.35,23.25,45.14,226.66,21.78
2023-07-27,1838.03,165.14,57.28,44.41,127.9,33.66,22.68,44.72,226.98,21.52
2023-07-28,1897,160.8,56.86,46.46,126.9,35.1,22.26,45.75,230.05,23.67
2023-07-31,1880.58,164.01,57.09,47.4,128,35.56,22.33,46.3,237.75,24.1
2023-08-01,1889,164.77,58.94,46.85,134.8,34.99,22.67,46.05,235.5,23.67
2023-08-02,1880,166.9,60.72,47.1,133.8,34.03,22.32,45.85,236.5,23.85
2023-08-03,1878.47,168.21,63.29,47.28,130.51,34.68,22.5,46.31,239.14,24.43
2023-08-04,1893.47,172.86,63.52,46.93,139.95,34.88,23.77,46.03,245.51,24.7
2023-08-07,1887.93,169.75,64.4,46.42,141.75,34.5,24.98,45.6,246.49,24.77
2023-08-08,1890,169.15,64.34,46.14,134.51,34.15,24.18,45.74,247.14,24.9
2023-08-09,1890.28,165.12,61,46.19,126.84,34.02,22.25,46.24,247,24.91
2023-08-10,1875,164,58.87,47.83,124.01,34.14,21.5,46.1,246.5,25.2
2023-08-11,1834,158,55.27,47.13,121.98,33.15,21.5,44.33,241.5,24.1
2023-08-14,1803,159.4,53.8,46.59,123.52,32.46,21.4,43.31,232.9,23.75
2023-08-15,1812.98,158.57,52.6,46.13,121.9,32.36,21.39,42.73,231.3,24.11
2023-08-16,1820,152.8,51,45.93,121.01,31.97,20.89,42.49,232.6,24.01
2023-08-17,1828.05,156.94,50.68,46.1,122.25,31.79,20.91,42.73,235.25,23.95
2023-08-18,1802.59,151.4,50.13,45.12,115.51,31.88,20.1,41.35,235.87,23.97
2023-08-21,1791,151.4,50.34,41.25,117.87,31.13,20.41,40.6,232.96,22.94
2023-08-22,1788,157.61,51.8,40.08,126,31.32,22.45,40.49,230.75,23.22
2023-08-23,1774,150.14,49.9,39.05,119,30.85,21.34,39.83,227.5,22.8
2023-08-24,1816.3,150.3,50.69,39.27,121,31.06,22.43,40.28,228.95,23.56
2023-08-25,1824.98,140.52,49.66,39.1,106.95,31.56,20.32,40.08,228.34,23.43
2023-08-28,1834.97,145.1,50.77,38.7,111.5,32.26,20.68,39.82,230.5,23.79
2023-08-29,1851.33,145.96,53.02,39.78,115.19,32.04,21.59,40,238.5,23.38
2023-08-30,1856,159.86,56.54,39.39,116,31.66,21.8,39.82,237.5,22.56
2023-08-31,1847,158.8,59.19,39.23,114.62,31.55,21.91,39.1,236.55,22.2
2023-09-01,1851.05,148.83,59.31,39.49,112.15,32.27,21.25,39.45,236.4,22.38
2023-09-04,1866,148.88,61.1,40.03,112.35,33.53,20.99,40.04,237.65,22.57
2023-09-05,1858.7,144.5,58.13,39.65,109.01,33.11,20.31,39.99,236.82,22.38
2023-09-06,1861,152.95,60,39.43,109.7,33.36,20.22,40.08,234.42,22.13
2023-09-07,1838,138.88,58.08,38.9,106.31,33.14,19.2,39.12,226.51,22.12
2023-09-08,1818.5,140.48,57.24,39.24,105.25,33.17,19.08,38.46,222.94,22.25
2023-09-11,1822.17,141.09,58.3,39.35,109.2,32.91,19.46,39.03,221.53,22.6
2023-09-12,1819.96,142.2,56.76,39.17,109.92,32.88,19.28,39.2,217.93,22.39
2023-09-13,1819.91,136.38,55.33,38.83,106.67,32.75,18.86,39.35,216.6,22.28
2023-09-14,1818.69,133.58,53.69,38.34,102.65,33.07,18.59,39.02,214.93,22.29
2023-09-15,1781.99,133.97,52.85,38.17,98.68,32.96,18.13,39.08,207.76,22.05
2023-09-18,1829.2,129.2,52.95,38.46,95.5,33.02,18.3,39.06,213.06,22.14
2023-09-19,1826.94,126.79,52.07,38.18,96.5,32.96,18.48,38.95,212.32,22.02
2023-09-20,1824,123.3,51.39,37.81,97.15,32.73,18.4,38.67,209.9,21.9
2023-09-21,1798.39,123.8,51.3,37.64,97.37,32.37,18.31,37.82,206.73,21.73
2023-09-22,1849,130.49,54.26,38.16,111.08,33.34,19.94,39.3,210.93,22.61
2023-09-25,1832.38,126.13,52.57,37.84,107.5,33,19.29,38.41,209.28,21.9
2023-09-26,1816,130.42,53.46,37.34,111.8,32.8,19.73,37.97,204.5,21.98
2023-09-27,1814,126.8,54,37.62,114.07,32.82,19.8,39.03,203.66,22.03
2023-09-28,1798.55,123.95,53.98,37.89,115.8,32.97,19.7,37.99,203.03,21.66
2023-10-09,1777,126.03,53.06,37.07,111.06,32.58,19.26,38.01,195.5,21.68
2023-10-10,1770,123.62,53.94,37.11,109.45,32.59,18.86,38.27,194.72,21.43
2023-10-11,1778.5,127,55.02,36.92,109.73,32.45,19.17,40.36,194.77,21.51
2023-10-12,1786,123.9,55,37.33,106.67,33.07,18.75,40.11,195.94,21.76
2023-10-13,1751,121.04,53.51,36.67,102.37,32.61,17.88,38.92,190.6,21.52
2023-10-16,1729.9,117.05,51.89,36.24,100.01,32.31,17.42,35.85,184.76,21.51
2023-10-17,1726,115.47,52.54,36.33,100.56,32.52,17.28,36.48,185.44,21.95
2023-10-18,1728,120.2,55.51,35.63,97.45,32.49,16.92,36.48,186.3,21.86
2023-10-19,1630,144.24,59.06,35.16,94.64,31.57,16.53,35.43,182.7,21.56
2023-10-20,1645,135.55,59.22,34.92,94.07,31.65,16.17,35.09,181,21.53
2023-10-23,1643.98,108.44,59.15,34.58,96.1,31.23,14.55,35.07,177.26,21.18
2023-10-24,1642.95,108.66,57.16,35.25,95.8,31.3,13.76,34.59,176.42,21.62
2023-10-25,1677.5,112.68,60.98,35.68,88.01,31.42,13.54,35.05,175.98,21.84
2023-10-26,1672.23,111.26,60.1,35.9,89.9,31.5,13.83,35.26,178.07,21.8
2023-10-27,1676.71,109.16,59.44,36.65,89.41,31.53,14.07,37.33,184.72,22.03
2023-10-30,1681,109.68,62.8,37.43,89.82,30.9,14.6,37.87,188.02,21.6
2023-10-31,1684.58,107.23,61.97,37.21,87.75,30.76,14.72,37.65,185.6,21.71
2023-11-01,1780.99,108,64.8,37.09,85.22,30.45,14.53,37.15,187.54,21.73
2023-11-02,1779.5,104.75,64.38,36.72,85.93,30.68,14.6,36.86,185.57,21.53
2023-11-03,1811.24,109.03,66.65,37.27,88.65,30.99,14.75,37.53,187.44,21.86
2023-11-06,1812,116.77,65.9,37.68,91.42,31.14,14.97,37.94,197.08,22.83
2023-11-07,1791.17,122.82,67.97,37.42,99.2,30.8,15.39,38.1,191.24,22.79
2023-11-08,1798.34,134.99,68.8,37.26,96.65,30.6,15.3,38.02,191.84,22.58
2023-11-09,1794.11,132.52,65,37.21,100.99,30.66,15.59,38.51,191.45,22.46
2023-11-10,1775.84,136.99,65.02,37.09,101.54,30.16,15.41,38.36,189.03,22.46
2023-11-13,1764,135.19,65.4,37.19,104.9,29.82,16.11,38.25,187.85,22.29
2023-11-14,1765.27,153.02,68.54,37.25,105.01,30.2,16.37,38.35,183.68,22.62
2023-11-15,1772.93,151.5,67.42,37.36,104,30.64,16.41,39.15,184.48,22.6
2023-11-16,1760.05,151.95,66.22,37.02,100.04,30.54,15.94,38.35,181.15,22.43
2023-11-17,1753.42,153.7,66.12,36.99,105.59,30.33,16.35,38.1,180.73,22.52
2023-11-20,1762.5,165.43,68.19,37.47,102.35,30.58,16.12,38.41,180.3,22.35
2023-11-21,1790,155,67.1,37.63,103.57,30.43,15.96,38.23,180.61,22.44
2023-11-22,1781.51,152.78,67.33,37.07,97.36,30.16,15.57,38,177,22.21
2023-11-23,1786,152.03,67.31,37.13,98.14,30.14,15.72,37.91,177.7,22.24
2023-11-24,1777,142.08,63.43,36.71,94.4,30,15.4,37.98,175,22.05
2023-11-27,1763,144.01,67.31,36.53,97.88,29.4,14.89,37.49,170.7,21.69
2023-11-28,1769.04,144.1,70.74,36.63,94.75,29.16,15.15,37.98,171.92,21.61
2023-11-29,1774.71,142.8,70.6,36.06,94.74,28.8,14.95,37.81,166.85,21.4
2023-11-30,1791.5,149.81,71.77,35.88,94.92,28.79,15.1,38.11,167,21.45
2023-12-01,1760.28,155,71.9,35.96,100,28.26,15.15,37.32,165.5,21.56
2023-12-04,1750.71,157.82,72.71,35.82,102.78,28.08,14.78,36.75,161.65,21.41
2023-12-05,1709,153,72.85,34.75,100.8,27.51,14.15,36.7,158.81,21.13
2023-12-06,1703,157.51,75.59,34.52,100.68,27.76,14.25,36.4,162.88,20.95
2023-12-07,1700,157.69,73.16,33.99,104.37,27.81,14.33,36.39,164.49,21.03
2023-12-08,1704.92,169.42,80.34,34.5,117.5,27.5,15.76,36.35,163.59,20.95
2023-12-11,1698,169.99,82.22,34.4,120.15,27.76,15.59,36.72,165.35,21.21
2023-12-12,1709.99,154,80.67,34.1,114.96,28.05,15.26,36.57,163.63,21.13
2023-12-13,1660,148.28,77.65,33.08,113.4,27.22,15.08,35,159.35,20.71
2023-12-14,1635.9,148.85,75.6,32.74,112.81,27.03,15,34.83,156.63,20.5
2023-12-15,1645,144.8,73.84,32.89,110.05,27.23,14.78,34.69,155,20.46
2023-12-18,1662,145.45,75.23,32.11,113.39,27.28,15.03,34.55,146.97,20.44
2023-12-19,1675,148.78,76.1,32.21,113.19,27.29,15.17,34.34,149,20.64
2023-12-20,1649.79,142.89,74.52,31.72,109.3,27.06,14.55,33.96,148.45,20.16
2023-12-21,1670,146.2,77.17,32.11,114.19,27.71,14.57,35.19,154.39,20.27
2023-12-22,1670.65,147,75.31,32.29,110.39,27.61,14.32,35.82,156.29,20.28
2023-12-25,1672,136.2,72.61,32.49,111.25,27.53,14.21,36.3,157.54,20.01
2023-12-26,1670,132.5,71,32.07,106.96,27.27,13.87,36.2,156.13,19.85
2023-12-27,1667.06,131.51,70.48,31.44,107.13,27.3,13.93,36.28,154.33,19.9
2023-12-28,1724.99,132.11,70.31,32.85,109.01,27.99,14.8,37.86,162.99,20.37
2023-12-29,1726,134.96,70.98,32.78,112.91,27.82,15.12,37.95,163.26,20.37
2024-01-02,1685.01,134.9,72.36,32.18,110.61,27.58,14.2,37.22,156.83,20.07
2024-01-03,1694,127.96,72.67,32.15,104.99,27.77,13.88,37.05,155.8,20.18
2024-01-04,1669,127.6,74.9,31.67,104,27.81,13.47,35.81,151.2,20
2024-01-05,1663.36,125.1,71.73,31.45,100.03,28.29,13.3,34.95,150.9,19.79
2024-01-08,1643.99,122.09,68.41,30.89,98.8,28.13,13.08,34.51,150,19.42
2024-01-09,1641,119.02,69.17,31.43,101.32,28.17,13.19,34.61,148.7,19.46
2024-01-10,1641.5,118.45,67.99,31.45,100,28.05,12.91,34.82,150.66,19.46
2024-01-11,1646.57,120.39,68.8,31.67,103.39,28.38,13.15,34.86,154.82,19.6
2024-01-12,1643.06,117.15,65.41,31.75,100.56,28.54,12.86,34.54,154.63,19.52
2024-01-15,1640,120.8,66,32.7,101.88,28.77,12.72,34.31,151.7,19.48
2024-01-16,1639.43,122.76,66.22,33.26,100.29,29.13,12.91,34.36,156.95,19.58
2024-01-17,1577,123.92,65.77,32.44,99.02,29.19,12.68,33.7,152.24,19.22
2024-01-18,1610.87,131.5,69.89,33.26,109.83,29.58,13.71,34.7,154.61,19.49
2024-01-19,1635,131.68,69.83,33.44,111,29.73,14.2,35,154.9,19.47
2024-01-22,1642,129,70.39,32.9,111.6,30.25,14.4,35.2,155.66,19.13
2024-01-23,1619,134.72,73.1,32.77,114,29.99,14.5,35.16,153.91,19.78
2024-01-24,1626,131.6,72.9,33.52,113.7,30.09,14.5,35.63,153.48,20.52
2024-01-25,1638,132.81,73.2,34.2,118.35,30.9,15.08,35.82,155,20.56
2024-01-26,1637.32,126.49,70.63,34.34,115.96,31.12,14.41,35.68,150,20.83
2024-01-29,1650,127.2,70,35.18,103.82,31.35,13.59,35.1,147.02,20.58
2024-01-30,1613,116.9,65.35,33.92,101.2,31,13.5,34.99,140.75,20.44
2024-01-31,1604.91,110,66.27,33.1,102.8,30.71,13.31,33.93,151.59,20.5
2024-02-01,1610.03,116.49,68.9,33.34,111.05,30.42,14.56,34.4,149.02,20.44
2024-02-02,1596,108.49,68.32,33.08,109.85,30.23,13.92,34.64,146,20.18
2024-02-05,1630.01,103.03,69.7,32.73,112,30.71,14.77,35.1,151.94,20.18
2024-02-06,1676,111.2,76.3,34.27,124.88,31.33,15.53,36.79,158.33,21.14
2024-02-07,1710.99,110.88,75.75,34.65,124.61,31.31,15.3,37.53,159.6,21.18
2024-02-08,1706,115.4,76.72,35.3,127,31.4,15.7,37.36,162.84,21.25
2024-02-19,1695.43,134.03,86,35.26,152.4,31.62,17.27,37.78,160.09,20.85
2024-02-20,1670,129.3,82.39,35.03,159.5,31.4,18.49,37.81,158.33,20.99
2024-02-21,1717.66,127.3,79.76,35.54,149.96,33,17.55,39.6,161.2,21.38
2024-02-22,1718.38,139.88,82.83,35.45,154.51,32.8,18.19,41.28,160.35,21.73
2024-02-23,1714.09,141.83,81.4,35.3,147.73,32.95,18.17,41.48,160.5,21.52
2024-02-26,1694.98,151.26,82.15,34.85,149.03,32.25,17.67,40.22,156,21.34
2024-02-27,1689.5,168.14,88,35,161.94,32.18,19.33,40.29,157.83,21.46
2024-02-28,1681.55,158.1,83.28,34.86,149.81,32.02,18.2,40.41,157.01,21
2024-02-29,1695,168.66,85.12,35.18,155.16,32.04,18.69,40.66,163.51,21.3
2024-03-01,1685.06,170,87.49,34.93,161.1,31.94,20.02,40.39,164.55,21.32
2024-03-04,1676.3,177.4,86.28,35.68,165.66,31.52,22.02,39.96,163.9,21.16
2024-03-05,1695.1,175,86.3,35.38,169.16,32.18,22.75,40.94,164.65,21.18
2024-03-06,1680.55,170.25,84.42,35.32,167.28,31.87,22.01,40,163.64,21.1
2024-03-07,1683.63,164.76,80.9,34.92,164.14,32,22.61,39.36,160.15,20.81
2024-03-08,1671.43,171.18,82.3,34.86,174.99,31.67,24.87,39.12,158,20.8
2024-03-11,1694.49,179.71,83.81,35.08,170.6,31.48,25.82,40,180.85,21.19
2024-03-12,1745,169.82,80,36.05,164.85,31.95,24.8,42.17,185.84,21.4
2024-03-13,1727.45,171.5,79.7,36.02,165,31.52,24.35,41.73,185.18,21.07
2024-03-14,1716.63,172.5,80.75,37.1,169.53,31.25,22.85,41.22,183.81,20.8
2024-03-15,1717.49,171.45,80.7,37.16,177.36,31.18,23.08,41,181,20.87
2024-03-18,1708.26,195.03,83.19,37.65,179.99,31.13,25.01,41.15,190.96,21.26
2024-03-19,1708.02,186.41,80.65,37.12,173.81,30.8,25.51,40.71,187.25,20.83
2024-03-20,1709.6,185.26,80.19,36.87,168.96,31.18,25.08,40.58,189.48,20.84
2024-03-21,1709,180.21,79.22,36.51,167.68,31.55,24.99,40.78,189.08,20.83
2024-03-22,1701.35,181.31,80.12,36.4,167.68,31.2,24.43,39.83,186.51,20.5
2024-03-25,1689.01,182.88,80.5,36.46,166.51,31.35,23.91,39.63,184.8,19.5
2024-03-26,1709.29,172.6,76.29,35.91,158.5,32.4,23.73,41,191.8,19.6
2024-03-27,1701,169.17,75.23,35.01,154.2,32.3,22.41,40.05,188,19.35
2024-03-28,1701.64,178.66,76.79,35.66,154.69,32.18,23.45,39.58,188.78,19.31
2024-03-29,1702.9,173.46,77.26,36.26,156.56,32.2,22.77,39.41,190.16,19.2
2024-04-01,1721.33,174.58,78.48,36.65,163,32.64,23.31,39.79,197.84,19.41
2024-04-02,1713.99,170.88,77.26,36.74,162.55,32.55,22.9,38.79,199.7,19.31
2024-04-03,1715.11,162.1,74.5,36.73,156.1,32.23,21.92,38.55,197.65,19.16
2024-04-08,1666.66,158.97,74.01,36.22,164.56,32.4,22,37.87,194.6,18.92
2024-04-09,1662.22,157.56,75.79,36,164.9,32.31,21.89,37.94,196,18.93
2024-04-10,1647.98,150.09,73.55,35.93,159.5,32.49,21.1,37.4,192.74,18.41
2024-04-11,1648,156.18,74.01,35.96,160.15,32.3,21.25,36.89,192.6,18.34
2024-04-12,1634.03,160.2,77.99,35.45,169.33,32.12,22.26,36.16,188.39,17.94
2024-04-15,1672.98,153.61,78.66,36.57,169.5,32.83,22.24,36.85,197.14,17.74
2024-04-16,1670,144.9,77.85,36.41,166.36,32.75,21.81,36.54,197.15,17.63
2024-04-17,1667,150.1,80.04,36.83,174.61,33.3,22.5,37.27,195.99,18.1
2024-04-18,1670.78,150.1,79.3,36.78,173.38,33.65,22.9,37.68,195.56,18.21
2024-04-19,1646.64,141.41,75.5,36.3,170.7,33.62,22.05,37.19,190.8,18.13
2024-04-22,1675.06,138.25,73.35,36.78,158.36,33.34,20.84,38,190.6,18.28
2024-04-23,1692.28,139.24,71.62,36.45,157.51,33.38,20.59,37.97,189.93,18.27
2024-04-24,1693.6,153.19,75.29,36.48,168.27,33.46,22.24,37.71,189.6,18.27
2024-04-25,1693.04,150,74.7,36.99,164.15,34.4,22.19,38.06,193.2,18.18
2024-04-26,1709.43,161.99,79.16,37.5,184.86,34.48,24.41,38.84,198.48,19.16
2024-04-29,1704,171.01,79.92,37.63,187.7,34.88,24.52,39.57,209.63,19.38
2024-04-30,1705,171.39,79.25,37.64,186.31,34.31,24.5,39.26,202.6,19.01
2024-05-06,1760.2,164.72,79.24,37.46,183.22,34.88,24.82,39.68,206.98,19.21
2024-05-07,1770,160.4,76.58,37.3,176.79,34.87,25.38,39.73,206.88,19.12
2024-05-08,1763.97,160.2,76.36,37.17,174.8,34.57,24.46,39.09,203.23,18.78
2024-05-09,1756,178.11,76.56,37.19,173.18,34.84,24.22,38.93,209.4,18.91
2024-05-10,1738.98,170.36,72.9,36.99,171.2,35.62,23.92,38.85,203.5,19.06
2024-05-13,1706,166.25,72.02,36.94,171.55,35.91,24,38.64,199.35,18.98
2024-05-14,1701.98,169.96,71.7,36.84,165.43,35.34,23.8,38.3,199.01,19.01
2024-05-15,1700,174.05,71.18,36.3,166.77,35.05,24.3,37.9,197.89,18.75
2024-05-16,1704.5,181.66,72.54,35.75,170.5,36.25,25.58,37.5,199.67,18.78
2024-05-17,1715,190.83,73.87,36.39,170.58,36.85,25.7,38,203,19.19
2024-05-20,1709,195.93,73.87,36.8,176.86,36.38,26.22,38.35,203.45,19.29
2024-05-21,1705,187,72.02,36.24,177.43,36.24,25.72,38.96,201.56,19.24
2024-05-22,1697.71,188.99,72.51,36.44,173.17,36.06,25.43,37.91,204.89,19.31
2024-05-23,1692.01,183.7,71.32,35.79,173.79,35.5,25.62,37.09,204.34,18.87
2024-05-24,1677.08,171.9,67.68,35.73,165.39,34.74,24.15,36.01,200.98,18.59
2024-05-27,1670.12,175.99,70.66,35.78,168.39,35.14,24.86,36.21,200.01,18.73
2024-05-28,1664.64,172.25,70.38,35.18,161.01,34.83,24.12,35.81,197.8,18.62
2024-05-29,1674,172,69.54,35.23,161,34.57,24.21,36,198.79,18.65
2024-05-30,1649,172.53,69.51,35.14,159.97,34.34,23.94,36.12,199.35,18.56
2024-05-31,1648.45,174.79,71.3,34.75,157.27,34.28,22.91,35.8,197.76,18.62
2024-06-03,1639.39,180.99,71.11,34.57,168.35,34.15,23.87,35.6,202.5,18.43
2024-06-04,1653.2,179.57,71.54,34.49,173,34.54,23.79,36.03,205.97,18.56
2024-06-05,1644,180.1,70.87,34.63,166.96,33.99,23.7,36.02,204.12,18.54
2024-06-06,1639.81,173.37,69.3,34.1,125.42,34,26.07,35.74,204.79,18.49
2024-06-07,1619.18,181,68.14,34.2,119.51,33.99,24.53,35.46,193.2,18.38
2024-06-11,1569,190.41,71.42,34.27,119.01,33.36,24.21,35.35,188.77,18.34
2024-06-12,1571.68,189.8,70.94,33.8,119.21,33.09,24.37,35.53,185.6,18.28
2024-06-13,1555.01,195.53,71.94,33.19,123.7,32.82,25.9,35.41,185.18,18.26
2024-06-14,1555,200.01,73.14,33.38,138.3,33.81,27.23,35.94,184.89,18.63
2024-06-17,1541.5,210.99,73.56,33.52,142.51,33.73,27.51,35.96,188.2,18.66
2024-06-18,1521.5,209.1,74.63,34.13,146.91,33.71,28.62,36.02,190.33,18.71
2024-06-19,1501,217.31,75.32,33.75,146,34.15,28.47,35.02,189.01,18.53
2024-06-20,1500.1,214.74,74.9,33.03,144.7,34.01,28.61,34.67,187.99,18.38
2024-06-21,1471,215.29,76.74,32.7,143,33.7,28.47,34.35,185.16,18.44
2024-06-24,1476.55,206.31,73.62,32.33,140.21,34.07,27.55,35.38,186.98,18.42
2024-06-25,1486.65,197.2,71.16,32.02,134.9,34.3,26.44,35.26,186.32,18.12
2024-06-26,1489.22,202.97,72.65,32.32,140,34.06,27.17,34.93,185.51,18.4
2024-06-27,1490.49,198.61,71.05,32,136.14,34.26,26.81,34.88,185,18.4
2024-06-28,1467.39,198.67,70.32,32.25,137.88,34.19,27.4,34.47,180.03,18.23
2024-07-01,1440.38,204.84,70.47,32.58,144.9,34.36,28,34.4,176.07,18.2
2024-07-02,1490.7,197,71.04,32.7,145.61,35.08,27.36,34.15,176.08,18.19
2024-07-03,1500,195.5,71.2,33.59,143.5,34.46,27.38,34.15,179.5,18.38
2024-07-04,1485.74,193.46,68.92,33,143.01,34.71,27.27,34.22,179.6,18.04
2024-07-05,1453,192.8,71.5,32.92,141.5,33.88,27.08,33.71,177.62,17.81
2024-07-08,1420,192.5,70.98,32.46,144.39,33.99,26.96,33.34,175.91,17.5
2024-07-09,1438.03,207.34,73.11,33.8,154.33,34.47,29,33.84,175.77,17.86
2024-07-10,1437.59,211.14,72.82,33.97,157.53,34.68,28.95,34.13,173.05,18.17
2024-07-11,1462.09,201.65,72.99,34.58,153.26,32.9,28.76,34.59,177.01,18.32
2024-07-12,1478.82,199.4,70.59,34.62,150.12,34,27.26,34.64,179.8,18.36
2024-07-15,1474.9,208.2,72,34.48,149.58,33.78,26.96,34.34,178.12,18.46
2024-07-16,1476,249.84,77.84,34.61,148.12,33.79,27.46,34.25,179.3,18.73
2024-07-17,1501.4,247.94,76.62,35.15,141.71,34.07,25.95,35.1,180.89,18.85
2024-07-18,1497.51,254,75.36,35.05,140,34.09,25.41,35.78,188.35,18.97
2024-07-19,1525.62,268.4,78.22,35.62,134.98,34.25,24.66,36.27,189.44,19.39
2024-07-22,1499,265.22,78.66,35.69,134.6,33.34,24.91,35.7,189.52,20.19
2024-07-23,1455,248.46,75.3,35.16,130.92,33.34,24.54,34.42,186.2,19.2
2024-07-24,1440.02,261.25,75.44,34.81,130.34,33.18,24.3,33.97,186.32,18.88
2024-07-25,1430.49,255.8,74.8,35.27,122.27,32.83,23.2,34.25,187.73,19.02
2024-07-26,1422.19,250.73,74.31,35.08,124.25,32.37,23.5,34.33,189.35,19.26
2024-07-29,1398.02,246.52,73.85,33.95,129.59,32.45,23.8,33.55,184.53,18.88
2024-07-30,1379.99,244.4,75,33.85,127.66,32.42,22.85,33.6,184.89,18.92
2024-07-31,1421.28,264.06,79.5,34.58,129.5,32.73,23.84,35.14,186.31,19.8
2024-08-01,1386.16,258,79.66,34.41,129.9,32.71,23.97,34.61,180.3,19.58
2024-08-02,1385.45,245.1,77.97,34.33,118.98,32.28,22.33,34.65,177.09,19.21
2024-08-05,1410.01,229.69,73.81,34.72,110.12,32.1,20.42,34.9,177,19.12
2024-08-06,1404.7,233.46,74.87,34.73,114.48,31.7,20.81,35.29,174.95,19.11
