date,贵州茅台_600519,寒武纪_688256,海光信息_688041,上海机场_600009,中际旭创_300308,招商银行_600036,工业富联_601138,海天味业_603288,宁德时代_300750,中信证券_600030
2026-03-17,1485,1079.99,227.09,29.49,543,40.12,50.9,38.95,405,25.91
2026-03-18,1468.8,1066,231.4,29.33,580,39.92,52.06,38.56,402.02,25.97
2026-03-19,1452.87,1037.02,222.63,29.08,575.2,39.77,50.46,38.21,400.5,25.61
2026-03-20,1445,1025,216.42,28.64,612,39.75,50.3,37.85,413,25.3
2026-03-23,1408.07,971.3,207.04,27.37,599.62,38.68,47.6,36.29,401.99,24.29
2026-03-24,1407.33,1028.5,213.27,27.6,603.19,39.25,48.84,36.65,396.99,24.36
2026-03-25,1410.27,1039,217.4,27.98,628.4,39.26,50.31,37,397.81,24.66
2026-03-26,1401.18,1024.9,218.7,27.59,614.2,39.56,49.74,36.95,402.5,24.13
2026-03-27,1416.02,1024,220.95,27.7,598,39.44,49.53,39.7,416.18,24.26
2026-03-30,1420,1009.45,215.73,27.73,589.08,39.48,49.27,40.34,413,24.1
2026-03-31,1450,983,210.26,27.62,569.41,39.32,51.46,41,401.7,24.04
2026-04-01,1459.44,1051.4,220.31,28.12,601.87,39.82,53.32,41.76,405.71,24.51
2026-04-02,1459.88,998.99,213,27.88,582,39.76,52,42.22,401.17,24.13
2026-04-03,1460,1025.7,213.77,27.69,606.52,39.4,52.18,41.69,386.46,23.98
2026-04-07,1440.02,1119,217.54,27.5,619.53,38.99,52.58,41.53,384.59,23.92
2026-04-08,1465.02,1164,228.5,28.09,688.14,39.62,56.61,41.15,391.3,24.7
2026-04-09,1460.49,1198,227,27.76,693.02,39.26,55.02,41.15,389.99,24.15
2026-04-10,1453.96,1210.7,231.82,27.62,734.65,39.21,56.52,41.35,416,25.9
2026-04-13,1443.31,1219.62,245.25,27.3,738,38.98,55.7,40.99,427.13,26.09
2026-04-14,1446.9,1241.98,248.78,27.49,773,39.13,58.92,40.77,430.79,26.19
2026-04-15,1467.5,1274,252,27.4,779.98,39.9,57.82,40.92,431,26.01
2026-04-16,1462.84,1307,253,27.43,809.61,39.91,59.32,40.74,453.98,26.31
2026-04-17,1407.24,1334,260,27.25,851,39.52,60.97,39.94,444.2,26.26
2026-04-20,1410.89,1378.2,261.78,27.49,850,39.87,61.51,40.29,432.5,26.3
2026-04-21,1412.01,1330,252.55,27.41,864.86,39.87,61.41,40.65,447.6,26.3
2026-04-22,1409.5,1337,259.2,27.38,886.62,39.74,66.89,39.83,436.35,26.71
2026-04-23,1419,1323,263.4,27.22,897,39.81,67.92,39.58,438.9,26.48
2026-04-24,1458.49,1352.5,285,27.04,886.99,39.38,65.01,39.92,444.9,26.23
2026-04-27,1403.2,1356.72,296.27,27.14,857.03,39.38,67.25,39.85,434.88,26.77
2026-04-28,1405,1374.5,289,27.15,825,39.6,68.2,39.26,427.67,27.3
2026-04-29,1401.17,1416.63,278.77,27.39,846,38.5,66.26,39.27,445,27.32
2026-04-30,1384.79,1699.96,296.25,27.24,857.5,38.27,62.88,38.64,436,27.22
2026-05-06,1375,1825,344.41,27.38,856,38,63.08,38.74,460,27.49
2026-05-07,1371.05,1868,341.6,27.26,877.47,37.95,64.18,38.73,451.64,27.23
2026-05-08,1372.99,1182.53,323.28,27.19,886,37.94,63.28,38.18,437,26.95
2026-05-11,1361.33,1200,349.18,27.23,940.13,37.97,65.85,38.15,446.11,27.33
2026-05-12,1354.55,1277.87,349.19,27.01,1017.99,37.9,64.4,37.84,431.25,27.22
2026-05-13,1344.09,1316.88,348.19,26.83,1049.2,37.88,70.84,37.74,434.05,27.15
2026-05-14,1342.17,1260.58,325.2,26.52,1078,37.81,68.6,37.35,427,26.66
2026-05-15,1332.95,1209,303.01,26.07,1049.87,37.65,67.62,36.81,423.6,26.35
